ANGELEGT_AM,LOR,bike_theft_count
2022-06-21,3300411,2
2022-06-21,3400619,1
2022-06-21,3400830,1
2022-06-21,3500934,1
2022-06-21,3500936,1
2022-06-21,3601245,1
2022-06-21,3601348,1
2022-06-21,3601451,1
2022-06-21,3701554,2
2022-06-21,3701659,1
2022-06-21,4200206,1
2022-06-21,4300413,1
2022-06-21,4400835,1
2022-06-21,4500937,1
2022-06-21,4501040,1
2022-06-21,4501045,1
2022-06-21,4501152,1
2022-06-21,5100313,1
2022-06-21,5200524,1
2022-06-21,5200528,1
2022-06-21,6100103,1
2022-06-21,6300633,1
2022-06-21,6300634,1
2022-06-21,6400735,2
2022-06-21,6400839,1
2022-06-21,7100101,2
2022-06-21,7300517,1
2022-06-21,7400825,1
2022-06-21,8100101,1
2022-06-21,8100105,1
2022-06-21,8100206,1
2022-06-21,8100208,1
2022-06-21,8100416,1
2022-06-21,8100521,1
2022-06-21,8300934,1
2022-06-21,9100101,1
2022-06-21,9200511,1
2022-06-21,9200716,1
2022-06-21,9301126,1
2022-06-21,9501737,1
2022-06-21,9501939,3
2022-06-21,10100314,1
2022-06-21,10200627,1
2022-06-21,11200512,1
2022-06-21,11400927,1
2022-06-21,12100101,1
2022-06-21,12100205,2
2022-06-21,12400721,1
2022-06-21,12400723,1
2022-06-21,12500928,1
2022-06-22,1100102,1
2022-06-22,1100309,1
2022-06-22,1100310,1
2022-06-22,1100311,1
2022-06-22,1100416,1
2022-06-22,1200628,1
2022-06-22,1300835,1
2022-06-22,1400942,1
2022-06-22,2100101,1
2022-06-22,2100104,1
2022-06-22,2200211,1
2022-06-22,2300315,1
2022-06-22,2500726,2
2022-06-22,2500728,1
2022-06-22,2500831,1
2022-06-22,2500835,2
2022-06-22,3300411,1
2022-06-22,3400723,1
2022-06-22,3500932,1
2022-06-22,3501037,1
2022-06-22,3601140,1
2022-06-22,3601142,2
2022-06-22,3601244,1
2022-06-22,3601245,1
2022-06-22,3601449,1
2022-06-22,3601451,1
2022-06-22,3601452,1
2022-06-22,4100101,1
2022-06-22,4300622,1
2022-06-22,4400727,1
2022-06-22,4400830,1
2022-06-22,4400832,1
2022-06-22,4400835,2
2022-06-22,4500937,1
2022-06-22,4501045,1
2022-06-22,5100105,1
2022-06-22,5100313,1
2022-06-22,5200420,1
2022-06-22,5200528,1
2022-06-22,6100102,2
2022-06-22,6100209,1
2022-06-22,6200423,1
2022-06-22,6300629,1
2022-06-22,6300632,1
2022-06-22,6400839,1
2022-06-22,6400842,1
2022-06-22,7100102,1
2022-06-22,7100204,1
2022-06-22,7100205,1
2022-06-22,7200409,1
2022-06-22,7200410,1
2022-06-22,7200412,2
2022-06-22,7400927,1
2022-06-22,8100101,1
2022-06-22,8100102,1
2022-06-22,8100105,1
2022-06-22,8100209,1
2022-06-22,8200623,1
2022-06-22,9401534,1
2022-06-22,10100207,1
2022-06-22,10200421,1
2022-06-22,10200524,1
2022-06-22,10300734,1
2022-06-22,10400939,1
2022-06-22,11300725,2
2022-06-22,11501238,1
2022-06-22,11501341,1
2022-06-22,12100103,1
2022-06-22,12400618,1
2022-06-22,12500825,1
2022-06-23,1100102,1
2022-06-23,1100313,1
2022-06-23,1200624,1
2022-06-23,1400942,2
2022-06-23,1401046,1
2022-06-23,1401047,2
2022-06-23,2100101,1
2022-06-23,2100104,1
2022-06-23,2200211,2
2022-06-23,2200212,1
2022-06-23,2200213,1
2022-06-23,2300314,1
2022-06-23,2300418,1
2022-06-23,2300419,2
2022-06-23,2500833,1
2022-06-23,2500834,1
2022-06-23,3300411,1
2022-06-23,3300412,1
2022-06-23,3300514,3
2022-06-23,3400619,1
2022-06-23,3400721,1
2022-06-23,3400826,1
2022-06-23,3400827,1
2022-06-23,3601141,1
2022-06-23,3701554,1
2022-06-23,3701660,1
2022-06-23,4300413,1
2022-06-23,4300416,1
2022-06-23,4500938,1
2022-06-23,5100208,1
2022-06-23,5100211,1
2022-06-23,5100312,1
2022-06-23,5400943,2
2022-06-23,6100101,1
2022-06-23,6100206,1
2022-06-23,6100210,1
2022-06-23,6300527,1
2022-06-23,6400735,1
2022-06-23,7100204,1
2022-06-23,7200409,1
2022-06-23,7501134,1
2022-06-23,8100418,1
2022-06-23,8200623,1
2022-06-23,9200613,2
2022-06-23,9401534,1
2022-06-23,9501737,1
2022-06-23,9501838,2
2022-06-23,9502042,2
2022-06-23,9502043,1
2022-06-23,10100210,1
2022-06-23,11300826,1
2022-06-23,11400927,1
2022-06-23,11501238,1
2022-06-23,12100205,3
2022-06-23,12400720,1
2022-06-24,1100103,2
2022-06-24,1100312,1
2022-06-24,1100415,1
2022-06-24,1200520,1
2022-06-24,1200628,1
2022-06-24,1300834,1
2022-06-24,1300836,1
2022-06-24,1401048,1
2022-06-24,2100102,1
2022-06-24,2100106,1
2022-06-24,2200209,2
2022-06-24,2200211,1
2022-06-24,2200213,1
2022-06-24,2300417,1
2022-06-24,2400520,1
2022-06-24,2400521,1
2022-06-24,2400624,1
2022-06-24,2500728,1
2022-06-24,2500832,1
2022-06-24,2500833,1
2022-06-24,3300517,1
2022-06-24,3400721,1
2022-06-24,3500936,2
2022-06-24,3601142,1
2022-06-24,3601243,1
2022-06-24,3601245,2
2022-06-24,3701554,2
2022-06-24,3701657,1
2022-06-24,4200309,1
2022-06-24,4300413,1
2022-06-24,4300517,1
2022-06-24,4300620,1
2022-06-24,4400830,1
2022-06-24,4501043,1
2022-06-24,5200527,1
2022-06-24,5300736,2
2022-06-24,5400944,1
2022-06-24,6100102,1
2022-06-24,6100103,1
2022-06-24,6100205,1
2022-06-24,6200317,1
2022-06-24,6400737,1
2022-06-24,7100204,1
2022-06-24,7200413,1
2022-06-24,7400720,1
2022-06-24,7400824,1
2022-06-24,8100206,1
2022-06-24,8100311,1
2022-06-24,8100314,1
2022-06-24,8100416,1
2022-06-24,8200832,1
2022-06-24,8300934,1
2022-06-24,9200511,1
2022-06-24,9200512,1
2022-06-24,9200716,1
2022-06-24,9501736,1
2022-06-24,9501737,1
2022-06-24,10200421,1
2022-06-24,10400836,1
2022-06-24,10400938,1
2022-06-24,11401135,1
2022-06-24,12400721,1
2022-06-24,12400723,2
2022-06-25,1100207,1
2022-06-25,1100309,1
2022-06-25,1100310,1
2022-06-25,1100414,1
2022-06-25,1100415,1
2022-06-25,1200626,1
2022-06-25,1401043,2
2022-06-25,1401044,1
2022-06-25,2200212,1
2022-06-25,2300316,1
2022-06-25,2300418,1
2022-06-25,2400625,1
2022-06-25,2500834,2
2022-06-25,2500835,1
2022-06-25,3100103,1
2022-06-25,3200309,1
2022-06-25,3400722,1
2022-06-25,3601141,1
2022-06-25,3601243,1
2022-06-25,3601348,1
2022-06-25,3701554,1
2022-06-25,4100101,1
2022-06-25,4300414,1
2022-06-25,4300416,1
2022-06-25,4501040,1
2022-06-25,5100313,1
2022-06-25,5100314,1
2022-06-25,5200632,2
2022-06-25,5300737,1
2022-06-25,5300839,1
2022-06-25,5300841,1
2022-06-25,6100103,1
2022-06-25,6200421,1
2022-06-25,6200422,1
2022-06-25,6300526,1
2022-06-25,6400737,1
2022-06-25,7100206,1
2022-06-25,7400721,1
2022-06-25,7501030,1
2022-06-25,7501133,1
2022-06-25,8100312,1
2022-06-25,8200623,1
2022-06-25,9100101,1
2022-06-25,9200613,1
2022-06-25,9300921,1
2022-06-25,10200526,1
2022-06-25,10200629,1
2022-06-25,10300733,1
2022-06-25,11100205,1
2022-06-25,11200515,1
2022-06-25,11401034,1
2022-06-25,11501340,1
2022-06-25,12100101,1
2022-06-25,12200515,1
2022-06-26,1100104,1
2022-06-26,1100311,1
2022-06-26,1100416,1
2022-06-26,1200623,1
2022-06-26,1401043,1
2022-06-26,1401047,1
2022-06-26,1401048,1
2022-06-26,2100105,1
2022-06-26,2200208,1
2022-06-26,2200211,1
2022-06-26,2300314,1
2022-06-26,2400623,1
2022-06-26,2400624,1
2022-06-26,2400625,1
2022-06-26,2500834,2
2022-06-26,3100103,1
2022-06-26,3300516,1
2022-06-26,3400723,2
2022-06-26,3500932,1
2022-06-26,3601140,1
2022-06-26,3601243,3
2022-06-26,3601245,2
2022-06-26,3701554,1
2022-06-26,3701660,1
2022-06-26,4200310,1
2022-06-26,4500939,1
2022-06-26,4501040,1
2022-06-26,4501042,1
2022-06-26,4501045,1
2022-06-26,5300839,2
2022-06-26,6100103,1
2022-06-26,6200316,1
2022-06-26,6400737,1
2022-06-26,6400842,1
2022-06-26,7100102,2
2022-06-26,7200411,1
2022-06-26,7400720,1
2022-06-26,7400721,1
2022-06-26,7400825,1
2022-06-26,8100102,1
2022-06-26,8100310,1
2022-06-26,8100418,1
2022-06-26,9100101,3
2022-06-26,9100407,1
2022-06-26,9200511,1
2022-06-26,9200512,1
2022-06-26,9200715,2
2022-06-26,9200716,1
2022-06-26,9301227,1
2022-06-26,9501736,1
2022-06-26,10100315,1
2022-06-26,10200526,1
2022-06-26,11200514,1
2022-06-26,11300826,1
2022-06-26,11400929,1
2022-06-26,11401034,1
2022-06-26,11401137,1
2022-06-26,12400616,1
2022-06-26,12500926,1
2022-06-27,1100207,1
2022-06-27,1100310,1
2022-06-27,1100311,1
2022-06-27,1100414,1
2022-06-27,1100415,1
2022-06-27,1100416,1
2022-06-27,1200521,1
2022-06-27,1200624,1
2022-06-27,1200628,1
2022-06-27,1400942,1
2022-06-27,1401047,1
2022-06-27,2100102,1
2022-06-27,2100106,4
2022-06-27,2200212,1
2022-06-27,2300314,1
2022-06-27,2300417,1
2022-06-27,2300418,1
2022-06-27,2300419,3
2022-06-27,2400520,1
2022-06-27,2400521,1
2022-06-27,2400624,1
2022-06-27,2400625,1
2022-06-27,2500832,1
2022-06-27,2500833,1
2022-06-27,2500835,1
2022-06-27,3200310,1
2022-06-27,3300411,1
2022-06-27,3400827,3
2022-06-27,3400829,1
2022-06-27,3500933,1
2022-06-27,3601139,1
2022-06-27,3601140,2
2022-06-27,3601141,1
2022-06-27,3601142,2
2022-06-27,3601243,2
2022-06-27,3601244,1
2022-06-27,3601450,1
2022-06-27,3601453,2
2022-06-27,3701556,1
2022-06-27,3701657,1
2022-06-27,4200309,2
2022-06-27,4300415,2
2022-06-27,4300623,1
2022-06-27,4500937,1
2022-06-27,4501042,1
2022-06-27,4501044,1
2022-06-27,5100312,1
2022-06-27,5100314,1
2022-06-27,5100316,1
2022-06-27,5200420,1
2022-06-27,5200629,1
2022-06-27,5200634,1
2022-06-27,6100103,1
2022-06-27,6300526,1
2022-06-27,6400737,1
2022-06-27,6400839,2
2022-06-27,6400842,1
2022-06-27,7100101,3
2022-06-27,7100103,1
2022-06-27,7200409,2
2022-06-27,7200410,1
2022-06-27,7300515,1
2022-06-27,7400720,1
2022-06-27,7501135,1
2022-06-27,8100105,1
2022-06-27,8100207,2
2022-06-27,8100208,3
2022-06-27,8100313,1
2022-06-27,8100314,1
2022-06-27,8100417,1
2022-06-27,8200727,1
2022-06-27,8300934,1
2022-06-27,8401246,2
2022-06-27,9200717,1
2022-06-27,9300920,1
2022-06-27,9300923,2
2022-06-27,9501838,1
2022-06-27,10200524,1
2022-06-27,10300733,2
2022-06-27,11300620,1
2022-06-27,11400928,1
2022-06-27,11400931,1
2022-06-27,11401137,1
2022-06-27,11501238,1
2022-06-27,11501339,1
2022-06-27,11501341,1
2022-06-27,12200309,2
2022-06-27,12400723,1
2022-06-28,1100103,1
2022-06-28,1100309,1
2022-06-28,1100415,1
2022-06-28,1200519,1
2022-06-28,1200520,2
2022-06-28,1200628,1
2022-06-28,1300834,1
2022-06-28,1300836,1
2022-06-28,1400940,1
2022-06-28,2100105,1
2022-06-28,2200210,1
2022-06-28,2200212,1
2022-06-28,2400521,1
2022-06-28,2500728,1
2022-06-28,2500729,1
2022-06-28,2500835,1
2022-06-28,3100103,1
2022-06-28,3200207,1
2022-06-28,3300516,1
2022-06-28,3400721,1
2022-06-28,3400827,2
2022-06-28,3501038,1
2022-06-28,3601139,1
2022-06-28,3601140,2
2022-06-28,3601141,1
2022-06-28,3601245,1
2022-06-28,3601449,1
2022-06-28,3601451,1
2022-06-28,3601452,1
2022-06-28,3601453,1
2022-06-28,4100101,1
2022-06-28,4200310,1
2022-06-28,4300416,1
2022-06-28,4300518,1
2022-06-28,4300621,1
2022-06-28,4400727,1
2022-06-28,4400835,1
2022-06-28,4501043,1
2022-06-28,4501045,1
2022-06-28,4501148,1
2022-06-28,5100208,1
2022-06-28,5100313,1
2022-06-28,5100316,2
2022-06-28,5200418,1
2022-06-28,6200419,1
2022-06-28,6200421,1
2022-06-28,6300527,1
2022-06-28,6300634,1
2022-06-28,7100101,1
2022-06-28,7100103,1
2022-06-28,7100204,1
2022-06-28,7200307,1
2022-06-28,7200308,1
2022-06-28,7200411,1
2022-06-28,7400822,1
2022-06-28,7400824,1
2022-06-28,7400928,2
2022-06-28,7501134,1
2022-06-28,8100102,1
2022-06-28,8100206,2
2022-06-28,8100208,1
2022-06-28,8301037,1
2022-06-28,8401241,1
2022-06-28,9100101,3
2022-06-28,9301025,2
2022-06-28,9401433,1
2022-06-28,9501939,1
2022-06-28,9501940,1
2022-06-28,10100210,1
2022-06-28,10300734,1
2022-06-28,10400939,1
2022-06-28,10400941,1
2022-06-28,11300620,1
2022-06-28,11300722,1
2022-06-29,1100311,1
2022-06-29,1100416,1
2022-06-29,1200517,1
2022-06-29,1200522,1
2022-06-29,1200623,1
2022-06-29,1200624,1
2022-06-29,1300731,1
2022-06-29,1300834,1
2022-06-29,1400940,1
2022-06-29,1400942,1
2022-06-29,1401047,1
2022-06-29,2100101,1
2022-06-29,2100103,1
2022-06-29,2100106,1
2022-06-29,2200209,2
2022-06-29,2200210,1
2022-06-29,2200213,2
2022-06-29,2400522,1
2022-06-29,2400624,1
2022-06-29,2500834,1
2022-06-29,3200206,1
2022-06-29,3400827,1
2022-06-29,3500932,1
2022-06-29,3601139,1
2022-06-29,3601243,1
2022-06-29,3601348,1
2022-06-29,3701554,1
2022-06-29,3701658,1
2022-06-29,3701659,1
2022-06-29,4300517,1
2022-06-29,4300621,2
2022-06-29,4300623,1
2022-06-29,4400832,1
2022-06-29,4501045,1
2022-06-29,4501147,1
2022-06-29,4501152,1
2022-06-29,4501153,1
2022-06-29,5100317,1
2022-06-29,5200629,1
2022-06-29,5200631,1
2022-06-29,5300735,1
2022-06-29,5300737,1
2022-06-29,5300839,1
2022-06-29,6400735,1
2022-06-29,7400720,1
2022-06-29,8100208,2
2022-06-29,8100209,1
2022-06-29,8100313,1
2022-06-29,8100416,1
2022-06-29,8200726,1
2022-06-29,9200511,1
2022-06-29,9401534,1
2022-06-29,9501838,1
2022-06-29,10100209,1
2022-06-29,10200628,2
2022-06-29,10300731,1
2022-06-29,10300733,1
2022-06-29,10400939,2
2022-06-29,11200512,1
2022-06-29,11300618,1
2022-06-29,11300826,1
2022-06-29,11400931,1
2022-06-29,12400618,1
2022-06-29,12500928,1
2022-06-29,12601134,1
2022-06-30,1100102,1
2022-06-30,1100104,1
2022-06-30,1100207,1
2022-06-30,1100308,2
2022-06-30,1100309,1
2022-06-30,1100310,1
2022-06-30,1100311,2
2022-06-30,1100415,1
2022-06-30,1200520,1
2022-06-30,1200522,1
2022-06-30,1200624,1
2022-06-30,1200626,1
2022-06-30,1200628,1
2022-06-30,1300834,1
2022-06-30,1400937,1
2022-06-30,2100101,1
2022-06-30,2100102,1
2022-06-30,2200208,1
2022-06-30,2200211,1
2022-06-30,2200212,1
2022-06-30,2300417,2
2022-06-30,2300418,1
2022-06-30,2400623,1
2022-06-30,2400624,1
2022-06-30,2400625,1
2022-06-30,2500728,1
2022-06-30,2500832,1
2022-06-30,2500835,1
2022-06-30,2500836,1
2022-06-30,3100103,1
2022-06-30,3200310,1
2022-06-30,3400620,1
2022-06-30,3400723,1
2022-06-30,3400827,1
2022-06-30,3500936,1
2022-06-30,3501038,1
2022-06-30,3601243,1
2022-06-30,3601244,1
2022-06-30,3601245,1
2022-06-30,3701554,1
2022-06-30,3701658,2
2022-06-30,3701660,1
2022-06-30,4300413,1
2022-06-30,4300623,1
2022-06-30,4300624,2
2022-06-30,4400729,1
2022-06-30,4400835,1
2022-06-30,4501149,1
2022-06-30,4501152,1
2022-06-30,6100102,1
2022-06-30,6100103,1
2022-06-30,6300527,1
2022-06-30,6300629,1
2022-06-30,6400735,1
2022-06-30,6400844,1
2022-06-30,7100103,1
2022-06-30,7100204,1
2022-06-30,7100206,1
2022-06-30,7400825,1
2022-06-30,7400927,1
2022-06-30,7501031,1
2022-06-30,7601546,1
2022-06-30,8100101,1
2022-06-30,8100206,1
2022-06-30,8100209,1
2022-06-30,8100312,1
2022-06-30,8100521,1
2022-06-30,9100101,2
2022-06-30,9100304,2
2022-06-30,9501838,1
2022-06-30,9502043,1
2022-06-30,10100206,2
2022-06-30,11100203,2
2022-06-30,11300725,1
2022-06-30,11401033,3
2022-06-30,12100103,1
2022-06-30,12100205,2
2022-07-01,1100102,1
2022-07-01,1100310,1
2022-07-01,2100104,1
2022-07-01,2300314,1
2022-07-01,2300419,1
2022-07-01,2400522,1
2022-07-01,2400623,1
2022-07-01,3500936,1
2022-07-01,3601450,1
2022-07-01,3701658,1
2022-07-01,4300413,1
2022-07-01,4300621,1
2022-07-01,4300622,1
2022-07-01,4500936,1
2022-07-01,4500937,1
2022-07-01,4500939,1
2022-07-01,4501043,2
2022-07-01,4501147,1
2022-07-01,4501149,1
2022-07-01,5200629,1
2022-07-01,6100102,1
2022-07-01,6200312,1
2022-07-01,6200421,1
2022-07-01,6300526,1
2022-07-01,6400839,1
2022-07-01,7100101,2
2022-07-01,7200308,1
2022-07-01,7300515,1
2022-07-01,8100206,1
2022-07-01,9100304,1
2022-07-01,9100407,1
2022-07-01,9501939,1
2022-07-01,11400927,2
2022-07-02,1100206,1
2022-07-02,1200625,1
2022-07-02,1300730,2
2022-07-02,1300732,1
2022-07-02,1400940,1
2022-07-02,1401046,1
2022-07-02,2200210,1
2022-07-02,2300418,1
2022-07-02,3200206,1
2022-07-02,3200309,1
2022-07-02,3300412,1
2022-07-02,3400828,1
2022-07-02,3500933,1
2022-07-02,3500935,1
2022-07-02,3500936,1
2022-07-02,3601142,1
2022-07-02,3601243,1
2022-07-02,3601347,1
2022-07-02,3701554,1
2022-07-02,3701658,1
2022-07-02,3701660,1
2022-07-02,4200309,1
2022-07-02,4300416,1
2022-07-02,4300621,1
2022-07-02,4300622,1
2022-07-02,4501041,1
2022-07-02,4501042,1
2022-07-02,4501149,1
2022-07-02,5300736,1
2022-07-02,6100207,1
2022-07-02,6200312,1
2022-07-02,6400840,2
2022-07-02,7400927,1
2022-07-02,7601238,1
2022-07-02,8100101,1
2022-07-02,8100208,1
2022-07-02,9200716,1
2022-07-02,10300733,1
2022-07-02,11300724,1
2022-07-02,11300826,1
2022-07-02,11400927,1
2022-07-02,12400721,1
2022-07-02,12500824,1
2022-07-03,1100205,1
2022-07-03,1100207,1
2022-07-03,1100310,4
2022-07-03,1100311,1
2022-07-03,1100312,1
2022-07-03,1100414,1
2022-07-03,1100415,1
2022-07-03,1200519,1
2022-07-03,1200520,1
2022-07-03,1400937,1
2022-07-03,1401046,1
2022-07-03,2100105,1
2022-07-03,2200208,1
2022-07-03,2200209,1
2022-07-03,2200210,1
2022-07-03,2200211,1
2022-07-03,2200212,1
2022-07-03,2300314,1
2022-07-03,2300417,1
2022-07-03,2400520,1
2022-07-03,2400521,1
2022-07-03,2500835,1
2022-07-03,3501038,1
2022-07-03,3601142,2
2022-07-03,3601245,1
2022-07-03,4501040,1
2022-07-03,4501151,1
2022-07-03,5100314,2
2022-07-03,5400943,1
2022-07-03,6200420,1
2022-07-03,6300631,1
2022-07-03,7100205,1
2022-07-03,7300516,1
2022-07-03,7300619,1
2022-07-03,7400720,1
2022-07-03,7501133,1
2022-07-03,8100103,1
2022-07-03,8100417,1
2022-07-03,9100101,1
2022-07-03,9200819,1
2022-07-03,11200514,1
2022-07-03,11300721,2
2022-07-03,11400929,1
2022-07-03,11501340,1
2022-07-03,12200308,1
2022-07-03,12200309,1
2022-07-04,1100101,2
2022-07-04,1100102,1
2022-07-04,1100103,1
2022-07-04,1100206,1
2022-07-04,1100309,3
2022-07-04,1100310,1
2022-07-04,1100311,1
2022-07-04,1200517,1
2022-07-04,1300733,2
2022-07-04,1300836,2
2022-07-04,2200210,1
2022-07-04,2300314,1
2022-07-04,2300418,2
2022-07-04,2400624,1
2022-07-04,2400625,2
2022-07-04,2500832,2
2022-07-04,2500834,2
2022-07-04,2500836,1
2022-07-04,3200205,1
2022-07-04,3400826,1
2022-07-04,3400828,1
2022-07-04,3601243,1
2022-07-04,3601244,2
2022-07-04,3601451,1
2022-07-04,3701659,1
2022-07-04,4100101,1
2022-07-04,4100102,1
2022-07-04,4300517,1
2022-07-04,4300623,1
2022-07-04,4400726,1
2022-07-04,4500936,1
2022-07-04,4500937,1
2022-07-04,5100105,1
2022-07-04,5200420,1
2022-07-04,6100207,1
2022-07-04,6200420,1
2022-07-04,6300527,1
2022-07-04,6300634,1
2022-07-04,6400843,1
2022-07-04,7100206,1
2022-07-04,7200308,1
2022-07-04,7200411,1
2022-07-04,7200412,1
2022-07-04,7200413,1
2022-07-04,7400823,1
2022-07-04,7501133,1
2022-07-04,7601545,1
2022-07-04,8100101,1
2022-07-04,8100208,1
2022-07-04,8100314,1
2022-07-04,8100521,1
2022-07-04,9100101,1
2022-07-04,9100203,1
2022-07-04,9200819,1
2022-07-04,9301126,1
2022-07-04,9401431,2
2022-07-04,9501940,1
2022-07-04,10300733,2
2022-07-04,11400929,1
2022-07-04,11401034,1
2022-07-04,12200413,1
2022-07-04,12500824,1
2022-07-04,12500825,1
2022-07-04,12601032,1
2022-07-04,12601134,1
2022-07-05,1100104,1
2022-07-05,1100207,1
2022-07-05,1100313,1
2022-07-05,1100414,2
2022-07-05,1200626,1
2022-07-05,1200628,1
2022-07-05,1200629,1
2022-07-05,1300731,1
2022-07-05,1300834,1
2022-07-05,1401048,1
2022-07-05,2100106,2
2022-07-05,2200213,1
2022-07-05,2400624,2
2022-07-05,2500834,1
2022-07-05,2500835,1
2022-07-05,3400826,2
2022-07-05,3400830,1
2022-07-05,3601141,1
2022-07-05,3601244,1
2022-07-05,3601348,1
2022-07-05,3701555,1
2022-07-05,4300619,1
2022-07-05,4300622,1
2022-07-05,4400835,2
2022-07-05,4501146,1
2022-07-05,4501152,1
2022-07-05,6400737,1
2022-07-05,8100104,1
2022-07-05,8100312,1
2022-07-05,9200715,2
2022-07-05,10300732,1
2022-07-05,10300734,1
2022-07-05,10400836,1
2022-07-05,11300722,1
2022-07-05,12100101,1
2022-07-06,1100102,1
2022-07-06,1100103,2
2022-07-06,1100207,1
2022-07-06,1100310,1
2022-07-06,1100313,1
2022-07-06,1100416,2
2022-07-06,1300836,3
2022-07-06,1400939,1
2022-07-06,1401045,2
2022-07-06,1401047,1
2022-07-06,2100106,2
2022-07-06,2200212,1
2022-07-06,2200213,1
2022-07-06,2300316,1
2022-07-06,2300419,2
2022-07-06,2400521,2
2022-07-06,2400624,1
2022-07-06,2500833,1
2022-07-06,2500834,1
2022-07-06,2500835,1
2022-07-06,3100103,1
2022-07-06,3200205,1
2022-07-06,3300412,1
2022-07-06,3400721,2
2022-07-06,3400828,1
2022-07-06,3500932,1
2022-07-06,3500933,2
2022-07-06,3500935,1
2022-07-06,3601141,1
2022-07-06,3601244,1
2022-07-06,3601245,1
2022-07-06,3601452,1
2022-07-06,3701554,1
2022-07-06,3701660,1
2022-07-06,4300517,1
2022-07-06,4300620,1
2022-07-06,4300623,1
2022-07-06,4500936,1
2022-07-06,4501152,1
2022-07-06,5200528,1
2022-07-06,5200629,1
2022-07-06,5300839,1
2022-07-06,6100207,1
2022-07-06,6200314,1
2022-07-06,6200316,1
2022-07-06,6200421,1
2022-07-06,6200422,2
2022-07-06,6400842,1
2022-07-06,7100101,1
2022-07-06,7100103,1
2022-07-06,7200413,2
2022-07-06,7300515,1
2022-07-06,7300516,1
2022-07-06,7300619,1
2022-07-06,7601238,1
2022-07-06,8100208,1
2022-07-06,8100311,1
2022-07-06,8100416,1
2022-07-06,8301037,1
2022-07-06,8401242,1
2022-07-06,9100408,1
2022-07-06,9200613,2
2022-07-06,9200614,1
2022-07-06,9200715,1
2022-07-06,10100102,1
2022-07-06,10100207,1
2022-07-06,10200524,1
2022-07-06,10300731,1
2022-07-06,11100102,1
2022-07-06,11200515,1
2022-07-06,11300724,1
2022-07-06,11401137,1
2022-07-06,12100102,1
2022-07-07,1100104,1
2022-07-07,1100309,1
2022-07-07,1200625,1
2022-07-07,1200629,1
2022-07-07,1300731,1
2022-07-07,1300835,1
2022-07-07,1401047,2
2022-07-07,2100103,1
2022-07-07,2200212,1
2022-07-07,2300419,4
2022-07-07,2500729,3
2022-07-07,3300514,1
2022-07-07,3400618,1
2022-07-07,3400724,1
2022-07-07,3400829,1
2022-07-07,3400830,1
2022-07-07,3601244,2
2022-07-07,3601245,1
2022-07-07,3601347,1
2022-07-07,3601450,1
2022-07-07,3701555,1
2022-07-07,3701556,1
2022-07-07,4200309,1
2022-07-07,4300415,1
2022-07-07,4300416,1
2022-07-07,4300518,1
2022-07-07,4300623,2
2022-07-07,4300624,1
2022-07-07,4501041,1
2022-07-07,4501043,1
2022-07-07,4501152,1
2022-07-07,5100210,1
2022-07-07,5100312,1
2022-07-07,5200423,1
2022-07-07,5200629,1
2022-07-07,5300736,1
2022-07-07,5300840,1
2022-07-07,6100102,1
2022-07-07,6300525,1
2022-07-07,6300630,1
2022-07-07,6400737,1
2022-07-07,6400838,1
2022-07-07,7100206,1
2022-07-07,7200308,1
2022-07-07,7300516,1
2022-07-07,7400927,1
2022-07-07,7400928,1
2022-07-07,8100209,1
2022-07-07,8100310,1
2022-07-07,8100418,1
2022-07-07,8200623,1
2022-07-07,9301126,1
2022-07-07,9501737,1
2022-07-07,9502043,1
2022-07-07,10100206,2
2022-07-07,10200417,1
2022-07-07,11200513,1
2022-07-07,11300722,1
2022-07-07,11400927,1
2022-07-07,11501339,1
2022-07-07,11501340,1
2022-07-07,12100205,1
2022-07-08,1100309,2
2022-07-08,1300732,1
2022-07-08,1300733,1
2022-07-08,1400940,1
2022-07-08,1400942,1
2022-07-08,2100106,1
2022-07-08,2300418,1
2022-07-08,2300419,1
2022-07-08,2400623,1
2022-07-08,2500832,1
2022-07-08,2500834,1
2022-07-08,3200206,1
2022-07-08,3300514,1
2022-07-08,3500933,1
2022-07-08,3500934,1
2022-07-08,3500936,1
2022-07-08,3601346,1
2022-07-08,3701554,1
2022-07-08,4501152,3
2022-07-08,5100316,1
2022-07-08,5300736,1
2022-07-08,5400943,1
2022-07-08,6100209,1
2022-07-08,6100210,1
2022-07-08,6300526,1
2022-07-08,6400839,1
2022-07-08,7200307,1
2022-07-08,7200412,1
2022-07-08,7400822,1
2022-07-08,8100209,1
2022-07-08,8100415,1
2022-07-08,8100416,1
2022-07-08,9100304,1
2022-07-08,9200512,1
2022-07-08,9501838,1
2022-07-08,10100206,1
2022-07-08,10200627,1
2022-07-08,10300733,1
2022-07-08,10400836,1
2022-07-08,11401034,1
2022-07-08,11401137,1
2022-07-08,11501339,1
2022-07-08,11501341,1
2022-07-08,12100204,1
2022-07-09,1100104,1
2022-07-09,1100310,1
2022-07-09,1100311,1
2022-07-09,1100312,1
2022-07-09,1200626,1
2022-07-09,1300836,1
2022-07-09,1400942,1
2022-07-09,1401043,2
2022-07-09,1401048,2
2022-07-09,2200207,1
2022-07-09,2200211,1
2022-07-09,2200212,1
2022-07-09,2400521,1
2022-07-09,2400623,2
2022-07-09,2500834,1
2022-07-09,3200309,3
2022-07-09,3300516,2
2022-07-09,3400721,1
2022-07-09,3400826,1
